Year,Serie,RefArea,Value
,,"ES13	58,75	_L_ES_030C01_01	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	ISCO08_221	_T	_T	_T	_T	_T	0	PER_10000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de profesionales sanitarios colegiados, INE				27/01/2025",
,,"ES13	58,82	_L_ES_160602_1E	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_05	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	58,82	_L_ES_160602_1H	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_08	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	58,97	_L_ES_160602_1H	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_08	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	59,38	_L_ES_160602_1E	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_05	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	59,62	_L_ES_170102_02	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Liquidación de los presupuestos de las comunidades autónomas, Ministerio de Hacienda.Liquidación de los presupuestos de las entidades locales, Ministerio de Hacienda				27/01/2025",
,,"ES13	59,82	_L_ES_080502_08	2013	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	6,00	_L_ES_010202_02	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,00	SG_LGL_LNDFEMOD	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	1T6	A	_L_NUTS2	0	0	0	0	0	0	0	0				27/01/2025",
,,"ES13	6,01	SH_XPD_EARN10	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de presupuestos familiares,INE				27/01/2025",
,,"ES13	6,04	_L_ES_171301_19	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Operaciones no financieras del sector administraciones públicas y sus subsectores, Ministerio de Hacienda y Función Pública				27/01/2025",
,,"ES13	6,09	SH_STA_SCIDE	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	6,12	_L_ES_110401_04	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ES_LG_LOCAL	_T	0	EUR	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de financiación y gasto público en cultura, Ministerio de Cultura y Deporte. Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	6,16	_L_ES_080502_07	2011	Y16T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística del empleo de las personas con discapacidad,INE				27/01/2025",
,,"ES13	6,18	SH_STA_SCIDE	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	6,22	SP_DYN_ADKL	2011	Y15T19	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	6,25	SH_STA_SCIDE	2011	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	6,29	_L_ES_030501_2B	2011	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	SUD_ALCOHOL	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Indicadores de Consumo de Sustancias Psicoactivas del Observatorio Español de las Drogas y las Adicciones: Admisiones a Tratamiento, Ministerio de Sanidad.				27/01/2025",
,,"ES13	6,32	_L_ES_030C01_03	2014	_T	_T	A	_L	REGIONS	_T	_T	_T	ISCO08_2261	_T	_T	_T	_T	_T	0	PER_10000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de profesionales sanitarios colegiados, INE				27/01/2025",
,,"ES13	6,43	_L_ES_171301_19	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Operaciones no financieras del sector administraciones públicas y sus subsectores, Ministerio de Hacienda y Función Pública				27/01/2025",
,,"ES13	6,45	_L_ES_080502_02	2023	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	6,45	_L_ES_080502_07	2017	Y16T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística del empleo de las personas con discapacidad,INE				27/01/2025",
,,"ES13	6,48	SH_STA_SCIDE	2014	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	6,48	SH_XPD_EARN10	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de presupuestos familiares,INE				27/01/2025",
,,"ES13	6,48	VC_PRS_UNSNT	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística general de la población reclusa, Ministerio del Interior				27/01/2025",
,,"ES13	6,51	SH_STA_SCIDE	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	6,53	VC_PRS_UNSNT	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística general de la población reclusa, Ministerio del Interior				27/01/2025",
,,"ES13	6,55	_L_ES_170601_03	2023	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_HFC	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	6,55	SH_XPD_EARN10	2011	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de presupuestos familiares,INE				27/01/2025",
,,"ES13	6,65	_L_ES_030501_2B	2010	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	SUD_ALCOHOL	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Indicadores de Consumo de Sustancias Psicoactivas del Observatorio Español de las Drogas y las Adicciones: Admisiones a Tratamiento, Ministerio de Sanidad.				27/01/2025",
,,"ES13	6,67	_L_ES_110401_03	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ES_LG_AUTONOMOUS_LOCAL	_T	0	EUR	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de financiación y gasto público en cultura, Ministerio de Cultura y Deporte. Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	6,77	_L_ES_020401_2A	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACTIVITY_01	_T	0	KT	A	_L_NUTS2	0	0	0	0	0	0	0	Inventario nacional de contaminantes atmosféricos, Ministerio para la Transición Ecológica y el Reto Demográfico				27/01/2025",
,,"ES13	6,83	_L_ES_030C01_03	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	ISCO08_2261	_T	_T	_T	_T	_T	0	PER_10000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de profesionales sanitarios colegiados, INE				27/01/2025",
,,"ES13	6,83	_L_ES_110101_03	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	6,85	_L_ES_110401_03	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ES_LG_AUTONOMOUS_LOCAL	_T	0	EUR	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de financiación y gasto público en cultura, Ministerio de Cultura y Deporte. Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	6,85	SH_XPD_EARN10	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de presupuestos familiares,INE				27/01/2025",
,,"ES13	6,85	SP_DYN_ADKL	2010	Y15T19	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	6,86	NY_GDP_PCAP	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Contabilidad regional de España, INE				27/01/2025",
,,"ES13	6,87	_L_ES_080901_3A	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	OVERNIGHT_STAY	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de turismo de residentes, Instituto Nacional de Estadística (INE).Encuesta de gasto turístico, Instituto Nacional de Estadística (INE).Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	6,88	_L_ES_020401_2A	2011	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACTIVITY_01	_T	0	KT	A	_L_NUTS2	0	0	0	0	0	0	0	Inventario nacional de contaminantes atmosféricos, Ministerio para la Transición Ecológica y el Reto Demográfico				27/01/2025",
,,"ES13	6,88	_L_ES_030401_03	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	NCD_DIABTS	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	6,88	SH_XPD_EARN10	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de presupuestos familiares,INE				27/01/2025",
,,"ES13	6,90	_L_ES_160104_02	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	6,91	_L_ES_110101_03	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	6,93	_L_ES_020401_2A	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACTIVITY_01	_T	0	KT	A	_L_NUTS2	0	0	0	0	0	0	0	Inventario nacional de contaminantes atmosféricos, Ministerio para la Transición Ecológica y el Reto Demográfico				27/01/2025",
,,"ES13	6,94	_L_ES_080901_3A	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	OVERNIGHT_STAY	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de turismo de residentes, Instituto Nacional de Estadística (INE).Encuesta de gasto turístico, Instituto Nacional de Estadística (INE).Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	6,97	_L_ES_110401_04	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ES_LG_LOCAL	_T	0	EUR	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de financiación y gasto público en cultura, Ministerio de Cultura y Deporte. Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	6,98	VC_PRS_UNSNT	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística general de la población reclusa, Ministerio del Interior				27/01/2025",
,,"ES13	60,15	_L_ES_170102_01	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Liquidación de los presupuestos de las comunidades autónomas, Ministerio de Hacienda.Liquidación de los presupuestos de las entidades locales, Ministerio de Hacienda				27/01/2025",
,,"ES13	60,31	_L_ES_030C01_01	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	ISCO08_221	_T	_T	_T	_T	_T	0	PER_10000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de profesionales sanitarios colegiados, INE				27/01/2025",
,,"ES13	60,63	_L_ES_030401_02	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	NCD_CRESPD	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	60,90	_L_ES_080B01_6A	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	EUR_1000000	A	_L_NUTS2	0	0	0	0	0	0	0	Liquidación de los presupuestos de las comunidades autónomas, Ministerio de Hacienda				27/01/2025",
,,"ES13	60,92	_L_ES_160602_1H	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_08	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	604,28	_L_ES_110601_01	2010	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	KG_PER_CAPITA	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística sobre recogida y tratamiento de residuos, INE				27/01/2025",
,,"ES13	606,73	_L_ES_110601_01	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	KG_PER_CAPITA	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística sobre recogida y tratamiento de residuos, INE				27/01/2025",
,,"ES13	61,08	_L_ES_170102_01	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Liquidación de los presupuestos de las comunidades autónomas, Ministerio de Hacienda.Liquidación de los presupuestos de las entidades locales, Ministerio de Hacienda				27/01/2025",
,,"ES13	61,09	_L_ES_030C01_01	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	ISCO08_221	_T	_T	_T	_T	_T	0	PER_10000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de profesionales sanitarios colegiados, INE				27/01/2025",
,,"ES13	61,48	_L_ES_080502_08	2014	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	61,54	_L_ES_160602_1A	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_01	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	61,56	_L_ES_170102_01	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Liquidación de los presupuestos de las comunidades autónomas, Ministerio de Hacienda.Liquidación de los presupuestos de las entidades locales, Ministerio de Hacienda				27/01/2025",
,,"ES13	61,72	_L_ES_160602_1G	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_07	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	61,76	_L_ES_160602_1A	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_01	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	61,76	_L_ES_160602_1G	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_07	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	61,76	_L_ES_160602_1G	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_07	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	61,95	_L_ES_080502_08	2012	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	62,15	_L_ES_160602_1G	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_07	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	62,29	_L_ES_030501_01	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SUD_ILLEGAL_DRUGS	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Indicadores de Consumo de Sustancias Psicoactivas del Observatorio Español de las Drogas y las Adicciones: Admisiones a Tratamiento, Ministerio de Sanidad.				27/01/2025",
,,"ES13	62,43	_L_ES_040401_01	2015	Y16T74	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta sobre Equipamiento y Uso de Tecnologías de Información y Comunicación en los Hogares, INE				27/01/2025",
,,"ES13	62,43	_L_ES_040401_03	2015	Y25T74	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta sobre Equipamiento y Uso de Tecnologías de Información y Comunicación en los Hogares, INE				27/01/2025",
,,"ES13	62,48	FB_CBK_BRCH	2019	Y_GE15	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Entidades de crédito y establecimientos financieros de crédito, Banco de España				27/01/2025",
,,"ES13	62,50	SP_PSR_SATIS_HLTH	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_02	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	62,54	_L_ES_170102_01	2014	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Liquidación de los presupuestos de las comunidades autónomas, Ministerio de Hacienda.Liquidación de los presupuestos de las entidades locales, Ministerio de Hacienda				27/01/2025",
,,"ES13	62,58	_L_ES_170302_02	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	EUR_1000000	A	_L_NUTS2	0	0	0	0	0	0	0	Balanza de pagos, Banco de España.Estadística del Padrón continuo, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	62,62	_L_ES_170102_01	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Liquidación de los presupuestos de las comunidades autónomas, Ministerio de Hacienda.Liquidación de los presupuestos de las entidades locales, Ministerio de Hacienda				27/01/2025",
,,"ES13	62,73	_L_ES_170801_01	2010	Y16T74	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta sobre Equipamiento y Uso de Tecnologías de Información y Comunicación en los Hogares, INE				27/01/2025",
,,"ES13	62,77	_L_ES_080502_08	2015	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	62,80	_L_ES_040401_03	2020	Y25T74	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta sobre Equipamiento y Uso de Tecnologías de Información y Comunicación en los Hogares, INE				27/01/2025",
,,"ES13	63,01	_L_ES_040401_01	2016	Y16T74	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta sobre Equipamiento y Uso de Tecnologías de Información y Comunicación en los Hogares, INE				27/01/2025",
,,"ES13	63,01	_L_ES_040401_03	2016	Y25T74	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta sobre Equipamiento y Uso de Tecnologías de Información y Comunicación en los Hogares, INE				27/01/2025",
,,"ES13	63,15	_L_ES_080502_08	2011	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	63,16	_L_ES_170102_01	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Liquidación de los presupuestos de las comunidades autónomas, Ministerio de Hacienda.Liquidación de los presupuestos de las entidades locales, Ministerio de Hacienda				27/01/2025",
,,"ES13	63,18	_L_ES_030C01_01	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	ISCO08_221	_T	_T	_T	_T	_T	0	PER_10000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de profesionales sanitarios colegiados, INE				27/01/2025",
